video_id,user_id,username,hashtag
7652873994911190280,7013744337771840518,becerragabo,melajuegoporlavida
7652694318389398801,7013744337771840518,becerragabo,melajuegoporlavida
7652694318389398801,7013744337771840518,becerragabo,lavidanosune
7652360136769457425,7013744337771840518,becerragabo,seguridad
7652360136769457425,7013744337771840518,becerragabo,melajuegoporlavida
7652360136769457425,7013744337771840518,becerragabo,lavidanosune
7652184471927540993,7013744337771840518,becerragabo,alertainternacional
7652105564163525904,7013744337771840518,becerragabo,jurisdicciónagrariaya
7652105564163525904,7013744337771840518,becerragabo,reformaagraria
7652105564163525904,7013744337771840518,becerragabo,pazparaelcampo
7651962896687140112,7013744337771840518,becerragabo,melajuegoporlavida
7651962896687140112,7013744337771840518,becerragabo,lavidanosune
7651672287065738503,7013744337771840518,becerragabo,noslajugamosporlavida
7651434332803927313,7013744337771840518,becerragabo,melajuegoporlavida
7651434332803927313,7013744337771840518,becerragabo,lavidanosune
7651434017056722193,7013744337771840518,becerragabo,bogotá
7651434017056722193,7013744337771840518,becerragabo,melajuegoporlavida
7651434017056722193,7013744337771840518,becerragabo,lavidanosune
7651287129187831057,7013744337771840518,becerragabo,noslajugamosporlavida
7651019401898036481,7013744337771840518,becerragabo,bogotá
7651019401898036481,7013744337771840518,becerragabo,melajuegoporlavida
7650997342509993233,7013744337771840518,becerragabo,lavidanosune
7650997342509993233,7013744337771840518,becerragabo,melajuegoporcolombia
7650685784546086161,7013744337771840518,becerragabo,lavidanosune
7650685784546086161,7013744337771840518,becerragabo,melajuegoporlavida
7650685784546086161,7013744337771840518,becerragabo,ivánpresidente
7650685784546086161,7013744337771840518,becerragabo,aidavicepresidenta
7650617019338935568,7013744337771840518,becerragabo,colombia
7650493559686106385,7013744337771840518,becerragabo,colombia
7650237808627469575,7013744337771840518,becerragabo,colombia
7650237808627469575,7013744337771840518,becerragabo,melajuegoporlavida
7650237808627469575,7013744337771840518,becerragabo,lavidanosune
7650139129316986133,7013744337771840518,becerragabo,melajuegoporlavida
7650139129316986133,7013744337771840518,becerragabo,lavidanosune
7649948819886574849,7013744337771840518,becerragabo,lavidanosune
7649948819886574849,7013744337771840518,becerragabo,melajuegoporlavida
7649203649314376976,7013744337771840518,becerragabo,lavidanosune
7649203649314376976,7013744337771840518,becerragabo,melajuegoporlavida
7649187096141319444,7013744337771840518,becerragabo,lavidanosune
7649187096141319444,7013744337771840518,becerragabo,melajuegoporlavida
7649099692445404436,7013744337771840518,becerragabo,melajuegoporlavida
7649099692445404436,7013744337771840518,becerragabo,lavidanosune
7648962319820672257,7013744337771840518,becerragabo,melajuegoporlavida
7648962319820672257,7013744337771840518,becerragabo,lavidanosune
7648810271074454805,7013744337771840518,becerragabo,melajuegoporlavida
7648810271074454805,7013744337771840518,becerragabo,lavidanosune
7648655932506983700,7013744337771840518,becerragabo,falsospositivos
7648655932506983700,7013744337771840518,becerragabo,lascuchastienenrazón
7648424493576178945,7013744337771840518,becerragabo,melajuegoporlavida
7648121497898306836,7013744337771840518,becerragabo,melajuegoporlavida
7647664611826634005,7013744337771840518,becerragabo,melajuegoporlavida
7647343341822168341,7013744337771840518,becerragabo,bogotá
7646633709986254096,7013744337771840518,becerragabo,cepedapresidente
7646590629652303125,7013744337771840518,becerragabo,ivancepeda
7646128612688612629,7013744337771840518,becerragabo,hoyganacepeda
7646106338384203029,7013744337771840518,becerragabo,hoyganacepeda
7645893070080232724,7013744337771840518,becerragabo,ivancepedapresidenteenprimera
7645865668436397333,7013744337771840518,becerragabo,ivancepedapresidenteenprimers
7644687367562923285,7013744337771840518,becerragabo,ivanyaidaenprimera
7644211365376167188,7013744337771840518,becerragabo,iványaídaenprimera
7644038454405238032,7013744337771840518,becerragabo,peimar
7643918593339526421,7013744337771840518,becerragabo,ciudadbolívar
7616779624671890695,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7616779624671890695,7103838286287782917,bernardotumbaco1879,veteranos
7616779624671890695,7103838286287782917,bernardotumbaco1879,reservistasmilitares
7616779624671890695,7103838286287782917,bernardotumbaco1879,nariñenses
7616779624671890695,7103838286287782917,bernardotumbaco1879,elecciones2026
7587675204395093255,7103838286287782917,bernardotumbaco1879,historia
7587675204395093255,7103838286287782917,bernardotumbaco1879,nacimiento
7587675204395093255,7103838286287782917,bernardotumbaco1879,cristo
7587675204395093255,7103838286287782917,bernardotumbaco1879,navidad
7587675204395093255,7103838286287782917,bernardotumbaco1879,viral
7591076224055708935,7103838286287782917,bernardotumbaco1879,usa🇺🇸
7591076224055708935,7103838286287782917,bernardotumbaco1879,venezula🇻🇪
7591076224055708935,7103838286287782917,bernardotumbaco1879,colombia🇨🇴
7652861092539976967,7103838286287782917,bernardotumbaco1879,pasto
7652861092539976967,7103838286287782917,bernardotumbaco1879,nariño
7652861092539976967,7103838286287782917,bernardotumbaco1879,abelardo
7652861092539976967,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7652861092539976967,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7652858841813634311,7103838286287782917,bernardotumbaco1879,pasto
7652858841813634311,7103838286287782917,bernardotumbaco1879,nariño
7652858841813634311,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7652858841813634311,7103838286287782917,bernardotumbaco1879,abelardo
7652858841813634311,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7652856837909269767,7103838286287782917,bernardotumbaco1879,pasto
7652856837909269767,7103838286287782917,bernardotumbaco1879,nariño
7652856837909269767,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7652856837909269767,7103838286287782917,bernardotumbaco1879,abelardo
7652856837909269767,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7652797989605444872,7103838286287782917,bernardotumbaco1879,pasto
7652797989605444872,7103838286287782917,bernardotumbaco1879,nariño
7652797989605444872,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7652797989605444872,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7652797989605444872,7103838286287782917,bernardotumbaco1879,abelardo
7651879566973422855,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7651879566973422855,7103838286287782917,bernardotumbaco1879,abelardo
7651879566973422855,7103838286287782917,bernardotumbaco1879,presidente
7651879566973422855,7103838286287782917,bernardotumbaco1879,creatorsearchinsights
7651600314327387400,7103838286287782917,bernardotumbaco1879,pasto
7651600314327387400,7103838286287782917,bernardotumbaco1879,nariño
7651600314327387400,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7651600314327387400,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7651600314327387400,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7651491289271110919,7103838286287782917,bernardotumbaco1879,pasto
7651491289271110919,7103838286287782917,bernardotumbaco1879,nariño
7651491289271110919,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7651491289271110919,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7651491289271110919,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7650599928305044744,7103838286287782917,bernardotumbaco1879,urgente
7650599928305044744,7103838286287782917,bernardotumbaco1879,pasto
7650599928305044744,7103838286287782917,bernardotumbaco1879,nariño
7650599928305044744,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7650599928305044744,7103838286287782917,bernardotumbaco1879,fueracepeda
7650466871203925256,7103838286287782917,bernardotumbaco1879,pasto
7650466871203925256,7103838286287782917,bernardotumbaco1879,nariño
7650466871203925256,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7650466871203925256,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7650466871203925256,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7649809944270654728,7103838286287782917,bernardotumbaco1879,pasto
7649809944270654728,7103838286287782917,bernardotumbaco1879,nariño
7649809944270654728,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7649809944270654728,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7649809944270654728,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7649753947053378834,7103838286287782917,bernardotumbaco1879,pasto
7649753947053378834,7103838286287782917,bernardotumbaco1879,nariño
7649753947053378834,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7649753947053378834,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7649753947053378834,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7649178429249604872,7103838286287782917,bernardotumbaco1879,nariño
7649178429249604872,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7649178429249604872,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7649178429249604872,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7648436156673084690,7103838286287782917,bernardotumbaco1879,pasto
7648436156673084690,7103838286287782917,bernardotumbaco1879,nariño
7648436156673084690,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7648436156673084690,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7648436156673084690,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7647026026165406984,7103838286287782917,bernardotumbaco1879,pasto
7647026026165406984,7103838286287782917,bernardotumbaco1879,nariño
7647026026165406984,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7647026026165406984,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7647026026165406984,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7646494952855309586,7103838286287782917,bernardotumbaco1879,pasto
7646494952855309586,7103838286287782917,bernardotumbaco1879,nariño
7646494952855309586,7103838286287782917,bernardotumbaco1879,fuerapetro
7646494952855309586,7103838286287782917,bernardotumbaco1879,fueracepeda
7646494952855309586,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7646281960356072712,7103838286287782917,bernardotumbaco1879,pasto
7646281960356072712,7103838286287782917,bernardotumbaco1879,nariño
7646281960356072712,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7646281960356072712,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7646281960356072712,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7646267752755318023,7103838286287782917,bernardotumbaco1879,pasto
7646267752755318023,7103838286287782917,bernardotumbaco1879,nariño
7646267752755318023,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7646267752755318023,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7646267752755318023,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7645747005532163335,7103838286287782917,bernardotumbaco1879,pasto
7645747005532163335,7103838286287782917,bernardotumbaco1879,nariño
7645747005532163335,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7645747005532163335,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7645747005532163335,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7645745762449624338,7103838286287782917,bernardotumbaco1879,pasto
7645745762449624338,7103838286287782917,bernardotumbaco1879,nariño
7645745762449624338,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7645745762449624338,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7645745762449624338,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7645429384597277970,7103838286287782917,bernardotumbaco1879,pasto
7645429384597277970,7103838286287782917,bernardotumbaco1879,nariño
7645429384597277970,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7645429384597277970,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7645429384597277970,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7645290642309958919,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7645290642309958919,7103838286287782917,bernardotumbaco1879,fuerapetro
7645290642309958919,7103838286287782917,bernardotumbaco1879,fueracepeda
7645290642309958919,7103838286287782917,bernardotumbaco1879,creatorsearchinsights
7644658711813819656,7103838286287782917,bernardotumbaco1879,pasto
7644658711813819656,7103838286287782917,bernardotumbaco1879,nariño
7644658711813819656,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7644658711813819656,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7644658711813819656,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7644534391930244359,7103838286287782917,bernardotumbaco1879,pasto
7644534391930244359,7103838286287782917,bernardotumbaco1879,nariño
7644534391930244359,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7644534391930244359,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7644534391930244359,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7644154301866118408,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7644154301866118408,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7644154301866118408,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7644154301866118408,7103838286287782917,bernardotumbaco1879,pasto
7644154301866118408,7103838286287782917,bernardotumbaco1879,nariño
7642823789172034834,7103838286287782917,bernardotumbaco1879,pasto
7642823789172034834,7103838286287782917,bernardotumbaco1879,nariño
7642823789172034834,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7642823789172034834,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7642823789172034834,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7642236513664945415,7103838286287782917,bernardotumbaco1879,pasto
7642236513664945415,7103838286287782917,bernardotumbaco1879,nariño
7642236513664945415,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7642236513664945415,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7642236513664945415,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7642178139048709394,7103838286287782917,bernardotumbaco1879,pasto
7642178139048709394,7103838286287782917,bernardotumbaco1879,nariño
7642178139048709394,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7642178139048709394,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7642178139048709394,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7641032092230454535,7103838286287782917,bernardotumbaco1879,pasto
7641032092230454535,7103838286287782917,bernardotumbaco1879,nariño
7641032092230454535,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7641032092230454535,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7641032092230454535,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7640270244145089800,7103838286287782917,bernardotumbaco1879,pasto
7640270244145089800,7103838286287782917,bernardotumbaco1879,nariño
7640270244145089800,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7640270244145089800,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7640270244145089800,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7640110250904784146,7103838286287782917,bernardotumbaco1879,pasto
7640110250904784146,7103838286287782917,bernardotumbaco1879,nariño
7640110250904784146,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7640110250904784146,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7640110250904784146,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7639097053007629575,7103838286287782917,bernardotumbaco1879,fuerapetro
7639097053007629575,7103838286287782917,bernardotumbaco1879,fueracepeda
7639097053007629575,7103838286287782917,bernardotumbaco1879,nomasizquierda
7639097053007629575,7103838286287782917,bernardotumbaco1879,nomassocialismo
7639097053007629575,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7639001211072498952,7103838286287782917,bernardotumbaco1879,pasto
7639001211072498952,7103838286287782917,bernardotumbaco1879,nariño
7639001211072498952,7103838286287782917,bernardotumbaco1879,fuerapetro
7639001211072498952,7103838286287782917,bernardotumbaco1879,fueracepeda
7639001211072498952,7103838286287782917,bernardotumbaco1879,fuerasocialismo
7638702011747290386,7103838286287782917,bernardotumbaco1879,nomasizquierda
7638702011747290386,7103838286287782917,bernardotumbaco1879,fuerapetro
7638702011747290386,7103838286287782917,bernardotumbaco1879,fueracepeda
7638702011747290386,7103838286287782917,bernardotumbaco1879,pasto
7638702011747290386,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7638685050199952647,7103838286287782917,bernardotumbaco1879,pasto
7638685050199952647,7103838286287782917,bernardotumbaco1879,nariño
7638685050199952647,7103838286287782917,bernardotumbaco1879,fuerapetro
7638685050199952647,7103838286287782917,bernardotumbaco1879,fueracepeda
7638685050199952647,7103838286287782917,bernardotumbaco1879,nomasizquierda
7638142447503068434,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7638142447503068434,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7638142447503068434,7103838286287782917,bernardotumbaco1879,2026
7638142447503068434,7103838286287782917,bernardotumbaco1879,2030
7638142447503068434,7103838286287782917,bernardotumbaco1879,pasto
7637502966945025298,7103838286287782917,bernardotumbaco1879,pasto
7637502966945025298,7103838286287782917,bernardotumbaco1879,nariño
7637502966945025298,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7637502966945025298,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7637502966945025298,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7636997825406061842,7103838286287782917,bernardotumbaco1879,pasto
7636997825406061842,7103838286287782917,bernardotumbaco1879,nariño
7636997825406061842,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7636997825406061842,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7636997825406061842,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7636808620998544647,7103838286287782917,bernardotumbaco1879,fueracepeda
7636808620998544647,7103838286287782917,bernardotumbaco1879,fuerapetro
7636808620998544647,7103838286287782917,bernardotumbaco1879,fuerasocialismo
7636808620998544647,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7636808620998544647,7103838286287782917,bernardotumbaco1879,pasto
7636806505571962130,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7636806505571962130,7103838286287782917,bernardotumbaco1879,fuerasocialismo
7636806505571962130,7103838286287782917,bernardotumbaco1879,fuerapetro
7636806505571962130,7103838286287782917,bernardotumbaco1879,fueracepeda
7636806505571962130,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7636773830677056776,7103838286287782917,bernardotumbaco1879,fuerapetro
7636773830677056776,7103838286287782917,bernardotumbaco1879,nomasizquierda
7636773830677056776,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7636773830677056776,7103838286287782917,bernardotumbaco1879,fuerasocialismo
7636773830677056776,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7635575486378216711,7103838286287782917,bernardotumbaco1879,fueracomunismo
7635575486378216711,7103838286287782917,bernardotumbaco1879,fuerasocialismo
7635575486378216711,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7635575486378216711,7103838286287782917,bernardotumbaco1879,nomasizquierda
7635575486378216711,7103838286287782917,bernardotumbaco1879,fuerapetro
7635120922529205522,7103838286287782917,bernardotumbaco1879,comunidad
7635120922529205522,7103838286287782917,bernardotumbaco1879,afro
7635120922529205522,7103838286287782917,bernardotumbaco1879,nariño
7635120922529205522,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7635120922529205522,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7634241507804957970,7103838286287782917,bernardotumbaco1879,pasto
7634241507804957970,7103838286287782917,bernardotumbaco1879,nariño
7634241507804957970,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7634241507804957970,7103838286287782917,bernardotumbaco1879,2026
7634241507804957970,7103838286287782917,bernardotumbaco1879,2030
7633533958516378898,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7633533958516378898,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7633533958516378898,7103838286287782917,bernardotumbaco1879,2026
7633533958516378898,7103838286287782917,bernardotumbaco1879,2030
7633533958516378898,7103838286287782917,bernardotumbaco1879,nomasizquierda
7633521594673007879,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7633521594673007879,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7633521594673007879,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7633521594673007879,7103838286287782917,bernardotumbaco1879,2026
7633521594673007879,7103838286287782917,bernardotumbaco1879,2030
7632835816758267144,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7632835816758267144,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7632835816758267144,7103838286287782917,bernardotumbaco1879,pasto
7632835816758267144,7103838286287782917,bernardotumbaco1879,nomasizquierda
7632720242287971602,7103838286287782917,bernardotumbaco1879,nariño
7632720242287971602,7103838286287782917,bernardotumbaco1879,pasto
7632720242287971602,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7632720242287971602,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7632720242287971602,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7632426214078156040,7103838286287782917,bernardotumbaco1879,fueracepeda
7632426214078156040,7103838286287782917,bernardotumbaco1879,pasto
7632426214078156040,7103838286287782917,bernardotumbaco1879,nariño
7632426214078156040,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7632426214078156040,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7632382656755387656,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7632382656755387656,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7632382656755387656,7103838286287782917,bernardotumbaco1879,pasto
7632382656755387656,7103838286287782917,bernardotumbaco1879,nariño
7632382656755387656,7103838286287782917,bernardotumbaco1879,nomasizquierda
7630181078132722951,7103838286287782917,bernardotumbaco1879,pasto
7630181078132722951,7103838286287782917,bernardotumbaco1879,nariño
7630181078132722951,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7630181078132722951,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7630181078132722951,7103838286287782917,bernardotumbaco1879,presidentedecolombia
7629691526850841874,7103838286287782917,bernardotumbaco1879,nomasizquierda
7629691526850841874,7103838286287782917,bernardotumbaco1879,pasto
7629691526850841874,7103838286287782917,bernardotumbaco1879,nariño
7629691526850841874,7103838286287782917,bernardotumbaco1879,fuerasocialismo
7629483091270159623,7103838286287782917,bernardotumbaco1879,abelardodelaespriella
7629483091270159623,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7629483091270159623,7103838286287782917,bernardotumbaco1879,potosi
7629483091270159623,7103838286287782917,bernardotumbaco1879,nariño
7629483091270159623,7103838286287782917,bernardotumbaco1879,nomasizquierda
7628299417300323592,7103838286287782917,bernardotumbaco1879,fueracomunismo
7628299417300323592,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7628299417300323592,7103838286287782917,bernardotumbaco1879,fueracepeda
7628299417300323592,7103838286287782917,bernardotumbaco1879,fuerasocialismo
7628299417300323592,7103838286287782917,bernardotumbaco1879,nomasizquierda
7626994076897905938,7103838286287782917,bernardotumbaco1879,reservistasmilitares
7626994076897905938,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7626994076897905938,7103838286287782917,bernardotumbaco1879,colombia🇨🇴
7626994076897905938,7103838286287782917,bernardotumbaco1879,ejercitodecolombia
7626994076897905938,7103838286287782917,bernardotumbaco1879,fueracomunismo
7626694747121519879,7103838286287782917,bernardotumbaco1879,fueracepeda
7626694747121519879,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7626694747121519879,7103838286287782917,bernardotumbaco1879,fueracomunismo
7626694747121519879,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7626694747121519879,7103838286287782917,bernardotumbaco1879,reservistasmilitares
7626112642142293256,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7626112642142293256,7103838286287782917,bernardotumbaco1879,fuerasocialismo
7626112642142293256,7103838286287782917,bernardotumbaco1879,fueracomunismo
7626112642142293256,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7626112642142293256,7103838286287782917,bernardotumbaco1879,fueracepeda
7626083226443975943,7103838286287782917,bernardotumbaco1879,fuerapetro
7626083226443975943,7103838286287782917,bernardotumbaco1879,fueracepeda
7626083226443975943,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7626083226443975943,7103838286287782917,bernardotumbaco1879,fueracomunismo
7626083226443975943,7103838286287782917,bernardotumbaco1879,fuerasocialismo
7625678794443050247,7103838286287782917,bernardotumbaco1879,nomasizquierda
7625678794443050247,7103838286287782917,bernardotumbaco1879,libertad
7625678794443050247,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7625678794443050247,7103838286287782917,bernardotumbaco1879,reservistasmilitares
7625678794443050247,7103838286287782917,bernardotumbaco1879,firmesporlapatria
7623837682984062216,7103838286287782917,bernardotumbaco1879,comunismo
7623837682984062216,7103838286287782917,bernardotumbaco1879,socialismo
7623837682984062216,7103838286287782917,bernardotumbaco1879,laizquierda
7623837682984062216,7103838286287782917,bernardotumbaco1879,libertad
7623837682984062216,7103838286287782917,bernardotumbaco1879,nomasizquierda
7623656818010541319,7103838286287782917,bernardotumbaco1879,fueracomunismo
7623656818010541319,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7623656818010541319,7103838286287782917,bernardotumbaco1879,nomasizquierda
7623656818010541319,7103838286287782917,bernardotumbaco1879,libertad
7623656818010541319,7103838286287782917,bernardotumbaco1879,fuerasocialismo
7623648908459265287,7103838286287782917,bernardotumbaco1879,libertad
7623648908459265287,7103838286287782917,bernardotumbaco1879,nomasizquierda
7623648908459265287,7103838286287782917,bernardotumbaco1879,nomaspactohistorico
7623648908459265287,7103838286287782917,bernardotumbaco1879,fueracomunismo
7623648908459265287,7103838286287782917,bernardotumbaco1879,colombia🇨🇴
7623264770262568199,7103838286287782917,bernardotumbaco1879,reservistasmilitares
7623264770262568199,7103838286287782917,bernardotumbaco1879,veteranos
7623264770262568199,7103838286287782917,bernardotumbaco1879,ejercitodecolombia
7623264770262568199,7103838286287782917,bernardotumbaco1879,libertad
7547040378994707742,6790744468913472518,betocoral,betocoral
7547040378994707742,6790744468913472518,betocoral,samuelbeleno
7547040378994707742,6790744468913472518,betocoral,samuelbeleño
7547040378994707742,6790744468913472518,betocoral,danielquintero
7547040378994707742,6790744468913472518,betocoral,gustavobolivar
7012747542278540550,6790744468913472518,betocoral,uribista
7012747542278540550,6790744468913472518,betocoral,juanpis
7012747542278540550,6790744468913472518,betocoral,betocoral
7437596198405475626,6790744468913472518,betocoral,haka
7437596198405475626,6790744468913472518,betocoral,nuevazelanda
7437596198405475626,6790744468913472518,betocoral,viral
7437596198405475626,6790744468913472518,betocoral,betocoral
7652826773767327007,6790744468913472518,betocoral,liberenabeto
7652779162603621663,6790744468913472518,betocoral,libereabeto
7652779162603621663,6790744468913472518,betocoral,liberenabetocoral
7652503511699098911,6790744468913472518,betocoral,liberenabeto
7652085635737537822,6790744468913472518,betocoral,ivancepeda
7651674215577292062,6790744468913472518,betocoral,ivancepeda
7651674215577292062,6790744468913472518,betocoral,abelardodelaespriella
7651331596963876127,6790744468913472518,betocoral,miprimerabelardo
7651331596963876127,6790744468913472518,betocoral,ivancepeda
7651331596963876127,6790744468913472518,betocoral,abelardodelaespriella
7650902040868097310,6790744468913472518,betocoral,ivancepeda
7650902040868097310,6790744468913472518,betocoral,abelardodelaespriella
7650246158412975391,6790744468913472518,betocoral,abelardoserobóavenezuela
7650167771216497950,6790744468913472518,betocoral,abelardoroboavenezuela
7649913707417439519,6790744468913472518,betocoral,ivancepeda
7649913707417439519,6790744468913472518,betocoral,abelardodelaespriella
7648394284047043871,6790744468913472518,betocoral,betocoral
7648394284047043871,6790744468913472518,betocoral,ivancepeda
7648394284047043871,6790744468913472518,betocoral,abelardodelaespriella
7647981974883175711,6790744468913472518,betocoral,ivancepeda
7647927493533469983,6790744468913472518,betocoral,ivancepeda
7647238989115641119,6790744468913472518,betocoral,abelardodelaespriella
7647238989115641119,6790744468913472518,betocoral,ivancepeda
7646804769989840158,6790744468913472518,betocoral,ivancepeda
7646253968154201375,6790744468913472518,betocoral,ivancepeda
7645774190687128862,6790744468913472518,betocoral,novotoporlamafia
7645401382798822687,6790744468913472518,betocoral,ivancepeda
7645046923853827358,6790744468913472518,betocoral,ivancepeda
7644982818824621342,6790744468913472518,betocoral,ivancepeda
7644324840438025502,6790744468913472518,betocoral,ivancepeda
7644257084049001758,6790744468913472518,betocoral,betocoral
7644257084049001758,6790744468913472518,betocoral,ivancepeda
